Symbol,Name,Price,"Dopeler
ROE
(Ave.)","Dopeler
P/B","Dopeler
PE","Dopeler
Yield","Dopeler
Book
Value","Dopeler
EPS","Net
Liquidity/Share",Sector,Industry,"Dopeler
ROE (Y1)","Dopeler
ROE (Y2)","Dopeler
ROE (Y3)","Dopeler
ROE (Y4)"
IMO,Imperial Oil Limited,43.04,6.8%,3.09,20.9,4.8%,13.91,2.678,-12.87,Energy,Integrated oil Companies,8.4%,5.0%,-0.8%,14.7%
IOT,Income Opportunity Realty Trust,3.48,N/A,N/A,N/A,N/A,N/A,N/A,-8.12,Consumer Services,Real Estate Investment Trusts,N/A,N/A,N/A,N/A
IGC,India Globalization Capital Inc.,0.15,N/A,N/A,N/A,N/A,N/A,N/A,-0.15,Basic Industries,Military/Government/Technical,-111.4%,22.5%,N/A,-70.6%
INFU,"InfuSystems Holdings, Inc.",1.41,25.5%,0.66,8.1,12.3%,2.15,0.393,-1.78,Health Care,Medical/Dental Instruments,-63.3%,33.0%,59.3%,73.0%
INV,Innovaro Inc,0.28,-7.0%,N/A,N/A,N/A,-0.91,-0.031,-0.61,Consumer Services,Professional Services,-4.7%,-63.1%,-117.3%,157.0%
IHT,InnSuites Hospitality Trust,2.19,N/A,N/A,N/A,N/A,N/A,N/A,-2.75,Consumer Services,Real Estate Investment Trusts,N/A,N/A,N/A,N/A
INO,"Inovio Pharmaceuticals, Inc.",0.49,-704.9%,N/A,N/A,N/A,-1.01,-0.113,0.12,Health Care,Medical/Dental Instruments,-960.7%,-573.1%,-872.9%,-413.0%
IFMI,"Institutional Financial Markets, Inc.",1.42,N/A,N/A,N/A,N/A,N/A,N/A,-16.38,Finance,Investment Bankers/Brokers/Service,N/A,N/A,N/A,N/A
IDN,"Intellicheck Mobilisia, Inc.",0.60,-0.4%,N/A,N/A,N/A,-0.07,-0.000,-0.06,Technology,Computer Software: Prepackaged Software,-15.5%,-75.2%,10.0%,79.1%
INS,Intelligent Systems Corporation,1.39,-24.2%,N/A,N/A,N/A,-1.24,-0.127,0.03,Capital Goods,Metal Fabrications,1.4%,7.7%,-29.9%,-76.0%
THM,International Tower Hill Mines Ltd,2.15,-23.8%,N/A,N/A,N/A,-3.60,-0.385,0.25,Basic Industries,Precious Metals,-20.3%,-26.8%,-22.8%,-25.5%
INUV,"Inuvo, Inc",1.28,25.9%,3.12,19.6,5.1%,0.41,0.091,-0.49,Consumer Services,Advertising,-15.5%,24.0%,56.7%,38.5%
ICH,"Investors Capital Holdings, Ltd.",4.25,N/A,N/A,N/A,N/A,N/A,N/A,-0.55,Finance,Finance/Investors Services,N/A,N/A,N/A,N/A
IPT,iParty Corporation,0.16,5.0%,N/A,57.1,1.8%,-1.03,0.025,-1.28,Consumer Services,Other Specialty Stores,-18.9%,-4.9%,20.0%,23.8%
ISR,"IsoRay, Inc.",0.66,-46.3%,N/A,N/A,N/A,-0.99,-0.102,0.03,Health Care,Medical/Dental Instruments,-42.4%,-39.9%,-43.4%,-59.4%
ITI,"Iteris, Inc.",1.67,28.2%,2.20,24.5,4.1%,0.76,0.063,0.13,Consumer Durables,Telecommunications Equipment,3.0%,44.7%,63.3%,1.8%
KGN,Keegan Resources Inc,4.01,-77.1%,N/A,N/A,N/A,-0.44,-0.260,2.16,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),-188.9%,-68.8%,-23.9%,-26.6%
KBX,Kimber Resources Inc,0.36,-131.7%,N/A,N/A,N/A,-0.71,-0.071,0.01,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),-70.2%,-60.9%,-195.1%,-200.7%
KXM,Kobex Minerals Inc.,0.50,N/A,N/A,N/A,N/A,N/A,N/A,0.82,Basic Industries,Precious Metals,-12710.0%,N/A,N/A,N/A
LTS,Ladenburg Thalmann Financial Services Inc,1.29,N/A,N/A,N/A,N/A,N/A,N/A,-1.34,Finance,Investment Bankers/Brokers/Service,N/A,N/A,N/A,N/A
LCI,Lannett Co Inc,4.92,14.8%,1.76,16.2,6.2%,2.79,0.341,-0.62,Consumer Durables,Major Pharmaceuticals,12.8%,-22.6%,18.0%,51.0%
LGL,"LGL Group, Inc. (The)",5.11,-3.6%,N/A,N/A,N/A,-0.05,-0.266,2.61,Capital Goods,Industrial Machinery/Components,2.8%,3.6%,-6.5%,-14.5%
LBY,"Libbey, Inc.",19.32,-0.4%,N/A,N/A,N/A,-35.06,-0.103,-34.03,Capital Goods,Industrial Machinery/Components,-0.5%,-0.0%,8.1%,-9.0%
LPH,Longwei Petroleum Investment Holding Limited,2.62,172.6%,0.11,1.1,95.0%,24.69,2.467,0.02,Energy,Oil Refining/Marketing,9.1%,201.2%,13.9%,466.1%
LEI,"Lucas Energy, Inc.",1.41,-19.4%,N/A,N/A,N/A,-6.46,-0.486,-1.59,Energy,Oil & Gas Production,-23.6%,-29.6%,-13.1%,-11.3%
MCZ,Mad Catz Interactive Inc,0.56,34.2%,N/A,18.2,5.5%,-0.01,0.070,-0.71,Consumer Non-Durables,Recreational Products/Toys,-67.4%,76.9%,127.0%,0.3%
MVG,Mag Silver Corporation,9.97,-2109.0%,N/A,N/A,N/A,-1.05,-0.146,0.41,Basic Industries,Precious Metals,-616.1%,-2648.7%,-2055.1%,-3116.0%
MHH,"Mastech Holdings, Inc",7.15,101.5%,0.81,8.2,12.2%,8.85,0.926,-0.41,Consumer Services,Professional Services,29.4%,17.7%,134.0%,224.7%
MDGN,"Medgenics, Inc.",7.93,-1149.8%,N/A,N/A,N/A,-5.31,-0.536,0.06,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),-1315.7%,-810.6%,-309.7%,-2163.2%
MEET,"MeetMe, Inc.",3.29,-209.9%,N/A,N/A,N/A,-4.07,-0.386,-0.21,Consumer Services,Advertising,-319.8%,-46.5%,-212.2%,-261.0%
MEA,Metalico Inc,1.52,11.8%,10.58,13.8,7.3%,0.14,0.366,-3.51,Basic Industries,Metal Fabrications,27.3%,-5.8%,-32.7%,58.4%
MXC,Mexco Energy Corporation,5.23,-3.2%,N/A,N/A,N/A,-7.43,-0.506,-2.37,Energy,Oil & Gas Production,-4.9%,-5.2%,-6.6%,3.8%
MGT,MGT Capital Investments Inc,4.64,-784.1%,N/A,N/A,N/A,-8.41,-0.937,0.96,Miscellaneous,Multi-Sector Companies,-659.5%,-668.0%,-794.1%,-1015.0%
MDW,Midway Gold Corporation,1.31,-29.8%,N/A,N/A,N/A,-1.16,-0.120,0.04,Basic Industries,Precious Metals,-43.2%,-22.7%,-17.0%,-36.4%
MGH,Minco Gold Corporation,0.39,-320.2%,N/A,N/A,N/A,-0.79,-0.077,-0.02,Basic Industries,Precious Metals,-347.4%,-4.8%,-179.5%,-749.2%
MGN,"Mines Management, Inc.",1.03,-101.9%,N/A,N/A,N/A,-2.07,-0.268,0.60,Basic Industries,Precious Metals,-100.1%,-97.6%,-107.7%,-102.1%
MDM,Mountain Province Diamonds Inc.,3.68,N/A,N/A,N/A,N/A,N/A,N/A,0.09,Basic Industries,Precious Metals,N/A,N/A,N/A,-101.5%
NHC,National HealthCare Corporation,46.66,6.7%,2.21,18.1,5.5%,21.11,3.142,-10.31,Health Care,Hospital/Nursing Management,7.9%,4.9%,9.7%,4.2%
NAVB,"Navidea Biopharmaceuticals, Inc.",2.88,-385.5%,N/A,N/A,N/A,-0.34,-0.052,0.17,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,-1018.1%,-269.8%,-86.4%,-167.6%
NBS,"Neostem, Inc.",0.63,N/A,N/A,N/A,N/A,N/A,N/A,-0.39,Health Care,Hospital/Nursing Management,-62.1%,-46.7%,N/A,N/A
CUR,"Neuralstem, Inc.",1.18,-2701.4%,N/A,N/A,N/A,-2.44,-0.244,-0.00,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),-1947.1%,-2928.7%,-2043.6%,-3886.3%
UWN,"Nevada Gold & Casinos, Inc.",0.82,-78.7%,N/A,N/A,N/A,-4.49,-0.354,-0.95,Consumer Services,Services-Misc. Amusement & Recreation,-24.2%,20.0%,-61.7%,-248.8%
NSU,Nevsun Resources Ltd,4.10,-22.8%,N/A,N/A,N/A,-2.72,-0.364,0.92,Basic Industries,Precious Metals,165.5%,-14.3%,-16.8%,-225.5%
GBR,"New Concept Energy, Inc",1.28,N/A,N/A,N/A,N/A,N/A,N/A,-3.53,Energy,Oil & Gas Production,N/A,N/A,N/A,N/A
NEWN,New Energy Systems Group.,0.51,538.7%,0.38,4.5,22.3%,1.35,0.152,-0.17,Energy,Industrial Machinery/Components,130.9%,1598.9%,325.4%,99.7%
NEN,New England Realty Associates Limited Partnership,28.99,N/A,N/A,N/A,N/A,N/A,N/A,-1101.72,Consumer Services,Building operators,N/A,N/A,N/A,N/A
NGD,NEW GOLD INC.,11.21,-1.1%,N/A,N/A,N/A,-2.09,-0.071,-1.38,Basic Industries,Precious Metals,5.7%,-0.5%,-5.2%,-4.3%
PAL,"North American Palladium, Ltd.",1.34,-8.9%,N/A,N/A,N/A,-2.26,-0.172,-0.54,Basic Industries,Precious Metals,5.0%,-22.9%,-8.7%,-9.1%
NAK,"Northern Dynasty Minerals, Ltd.",3.44,N/A,N/A,N/A,N/A,N/A,N/A,0.35,Basic Industries,Precious Metals,N/A,N/A,-8032.4%,-12.0%
NOG,"Northern Oil and Gas, Inc.",16.24,30.8%,0.53,5.8,17.4%,30.79,3.430,-3.51,Energy,Oil & Gas Production,27.6%,69.9%,13.7%,12.0%
NBY,"NovaBay Pharmaceuticals, Inc.",1.15,-204.6%,N/A,N/A,N/A,-1.86,-0.212,0.25,Consumer Durables,Major Pharmaceuticals,-113.8%,63.6%,-88.4%,-679.8%
NG,Novagold Resources Inc.,4.64,-21.1%,N/A,N/A,N/A,-5.67,-0.476,-0.91,Basic Industries,Precious Metals,-24.4%,-18.4%,-19.2%,-22.4%
NTN,"NTN Buzztime, Inc.",0.22,-5.5%,N/A,N/A,N/A,-0.24,-0.018,-0.06,Consumer Services,Broadcasting,-7.0%,1.9%,1.1%,-18.1%
NLP,NTS Realty Holdings Limited Partnership,6.79,N/A,N/A,N/A,N/A,N/A,N/A,-24.46,Consumer Services,Real Estate Investment Trusts,N/A,N/A,N/A,N/A
NTS,"NTS, Inc.",0.93,-0.4%,N/A,N/A,N/A,-1.57,-0.018,-1.39,Consumer Services,Telecommunications Equipment,-8.3%,-9.2%,-5.9%,21.5%
OBT,Orbital Corporation Limited,2.91,-13.6%,N/A,N/A,N/A,-14.31,-0.795,-6.36,Miscellaneous,Multi-Sector Companies,-23.4%,-12.9%,-28.9%,10.8%
TIS,Orchids Paper Products Company,20.21,11.9%,1.44,13.3,7.5%,14.00,1.875,-4.75,Basic Industries,Paper,5.7%,7.1%,28.1%,6.5%
ONP,"Orient Paper, Inc.",1.89,21.5%,0.12,1.6,62.8%,16.19,1.701,-0.82,Consumer Durables,Containers/Packaging,13.2%,27.0%,24.1%,21.6%
OESX,"Orion Energy Systems, Inc.",1.40,-10.6%,N/A,N/A,N/A,-2.71,-0.227,-0.44,Consumer Durables,Building Products,19.5%,-33.6%,-45.5%,17.4%
OFI,"Overhill Farms, Inc.",4.49,35.1%,0.63,6.9,14.5%,7.16,0.862,-1.46,Consumer Non-Durables,Packaged Foods,0.8%,50.0%,47.8%,41.9%
PBM,Pacific Booker Minerals Inc,6.65,-24.8%,N/A,N/A,N/A,-0.99,-0.102,0.03,Basic Industries,Precious Metals,-27.2%,-29.0%,-29.6%,-13.5%
PTN,"Palatin Technologies, Inc.",0.69,-91.7%,N/A,N/A,N/A,-2.00,-0.202,0.02,Consumer Durables,Major Pharmaceuticals,-139.4%,-100.5%,-62.2%,-64.7%
PZG,Paramount Gold and Silver Corp.,2.32,N/A,N/A,N/A,N/A,N/A,N/A,0.05,Basic Industries,Precious Metals,-40.1%,N/A,-66.0%,-111.4%
PCYG,"Park City Group, Inc.",2.96,9.4%,N/A,165.6,0.6%,-0.24,0.021,-0.45,Technology,EDP Services,31.1%,59.0%,38.4%,-91.0%
PTX,"Pernix Therapeutics Holdings, Inc.",7.76,N/A,N/A,N/A,N/A,N/A,N/A,0.06,Consumer Durables,Major Pharmaceuticals,962.6%,N/A,N/A,N/A
PIP,"PharmAthene, Inc",1.16,-278.2%,N/A,N/A,N/A,-1.29,-0.138,0.09,Consumer Durables,Major Pharmaceuticals,-345.2%,-178.0%,-412.2%,-177.6%
PLG,Platinum Group Metals Ltd.,0.83,-4.0%,N/A,N/A,N/A,-0.44,-0.041,-0.03,Basic Industries,Precious Metals,-10.1%,-14.5%,103.5%,-95.0%
PCC,PMC Commercial Trust,7.17,N/A,N/A,N/A,N/A,N/A,N/A,-8.96,Consumer Services,Real Estate Investment Trusts,N/A,N/A,N/A,N/A
PLM,Polymet Mining Corp.,0.91,N/A,N/A,N/A,N/A,N/A,N/A,-0.22,Basic Industries,Precious Metals,N/A,-13.7%,-12.4%,-15.4%
PW,Power REIT,10.35,N/A,N/A,N/A,N/A,N/A,N/A,0.60,Consumer Services,Real Estate Investment Trusts,N/A,N/A,N/A,N/A
APTS,"Preferred Apartment Communities, Inc.",7.97,N/A,N/A,N/A,N/A,N/A,N/A,-10.18,Consumer Services,Real Estate Investment Trusts,N/A,N/A,N/A,N/A
PBTH,"PROLOR Biotech, Inc.",4.95,-1684.1%,N/A,N/A,N/A,-3.27,-0.344,0.17,Consumer Durables,Major Pharmaceuticals,-1848.7%,-1198.0%,-1337.6%,-2352.3%
PLX,"Protalix BioTherapeutics, Inc.",5.31,-34.9%,N/A,N/A,N/A,-1.64,-0.110,-0.54,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),-104.1%,-210.0%,445.8%,-271.4%
PDO,Pyramid Oil Co,3.99,-0.5%,6.94,N/A,N/A,0.57,-0.027,0.85,Energy,Oil & Gas Production,1.5%,-2.5%,-8.5%,7.3%
QMM,Quaterra Resources Inc,0.39,-27.6%,N/A,N/A,N/A,-0.23,-0.029,0.07,Basic Industries,Precious Metals,-41.4%,-21.9%,-16.5%,-30.7%
QRM,Quest Rare Minerals Ltd,1.27,N/A,N/A,N/A,N/A,N/A,N/A,0.57,Basic Industries,Precious Metals,N/A,N/A,N/A,N/A
RLGT,"Radiant Logistics, Inc.",1.39,185.8%,18.74,15.8,6.3%,0.07,0.228,-2.21,Transportation,Oil Refining/Marketing,87.2%,191.9%,196.4%,267.8%
REE,Rare Element Resources Ltd.,3.70,-367.3%,8.01,N/A,N/A,0.46,-0.066,1.12,Basic Industries,Precious Metals,-1184.2%,-112.2%,-70.8%,-101.9%
RWC,RELM Wireless Corporation,1.72,-24.9%,N/A,N/A,N/A,-1.76,-0.165,-0.11,Technology,Radio And Television Broadcasting And Communications Equipment,-18.3%,-78.0%,145.6%,-148.9%
RTK,"Rentech, Inc.",2.84,-14.3%,N/A,N/A,N/A,-0.19,-0.080,0.61,Basic Industries,Agricultural Chemicals,-11.9%,-18.6%,-5.7%,-20.8%
RVP,"Retractable Technologies, Inc.",0.94,-18.5%,N/A,N/A,N/A,-1.88,-0.206,0.18,Health Care,Medical/Dental Instruments,9.0%,19.3%,-67.5%,-34.9%
RVM,Revett Minerals Inc.,3.19,2.4%,5.11,60.8,1.6%,0.62,0.050,0.12,Basic Industries,Precious Metals,30.4%,-1.6%,-10.2%,-9.1%
RNN,"Rexahn Pharmaceuticals, Inc.",0.30,-1341.7%,N/A,N/A,N/A,-0.84,-0.094,0.09,Consumer Durables,Major Pharmaceuticals,-2403.1%,-1094.9%,-990.4%,-878.3%
RIC,"Richmont Mines, Inc.",3.10,17.0%,0.53,4.6,21.8%,5.84,0.507,0.77,Basic Industries,Precious Metals,41.5%,19.3%,-3.4%,10.9%
RPI,"Roberts Realty Investors, Inc.",1.23,N/A,N/A,N/A,N/A,N/A,N/A,-2.16,Consumer Services,Real Estate Investment Trusts,N/A,N/A,N/A,N/A
RBY,Rubicon Minerals Corp,2.73,-16.8%,30.58,N/A,N/A,0.09,-0.011,0.20,Basic Industries,Precious Metals,-14.5%,-20.3%,-15.7%,-16.8%
SGA,"Saga Communications, Inc.",47.61,4.3%,N/A,42.8,2.3%,-5.19,1.608,-21.26,Consumer Services,Broadcasting,12.5%,14.0%,5.3%,-14.7%
SSN,Samson Oil & Gas Limited,0.72,-7.8%,N/A,N/A,N/A,-0.07,-0.019,0.12,Energy,Oil & Gas Production,-19.1%,21.4%,-23.5%,-10.1%
SAND,Sandstorm Gold Ltd,12.55,N/A,N/A,N/A,N/A,N/A,N/A,0.14,Basic Industries,Precious Metals,11.4%,N/A,N/A,N/A
SARA,Saratoga Resources Inc,3.59,1498.2%,0.00,0.1,1174.6%,949.31,95.385,-4.53,Energy,Oil & Gas Production,5.8%,-10.7%,8.8%,5989.0%
SEB,Seaboard Corporation,2420.96,8.4%,3.39,24.7,4.0%,714.90,115.874,-443.84,Finance,Investment Bankers/Brokers/Service,11.3%,19.5%,6.4%,-3.7%
IDI,SearchMedia Holdings Limited,1.07,N/A,N/A,N/A,N/A,N/A,N/A,-2.08,Consumer Services,Advertising,-129.5%,104.1%,N/A,N/A
SED,SED International Holdings Inc,2.47,-26.3%,N/A,N/A,N/A,-27.60,-0.725,-20.35,Technology,Retail: Computer Software & Peripheral Equipment,60.1%,-158.1%,52.8%,-59.9%
SVT,"Servotronics, Inc.",7.75,5.2%,2.26,19.9,5.0%,3.42,0.436,-0.94,Capital Goods,Industrial Machinery/Components,6.7%,5.0%,-1.6%,10.5%
SIF,"SIFCO Industries, Inc.",16.03,17.6%,0.92,9.4,10.6%,17.46,2.481,-7.35,Capital Goods,Aerospace,8.7%,13.9%,13.9%,33.8%
SVBL,"Silver Bull Resources, Inc.",0.46,-121.7%,N/A,N/A,N/A,-0.14,-0.016,0.02,Basic Industries,Precious Metals,-114.2%,-182.3%,-70.4%,-120.1%
SVLC,"SilverCrest Mines, Inc.",2.49,-16.0%,N/A,N/A,N/A,-0.81,-0.065,-0.16,Basic Industries,Precious Metals,14.8%,-23.1%,-34.1%,-21.5%
SLI,"SL Industries, Inc.",17.45,30.0%,1.29,11.6,8.6%,13.48,2.529,-11.81,Capital Goods,Industrial Machinery/Components,54.1%,23.8%,21.4%,20.8%
XPL,Solitario Exploration & Royalty Corp,1.56,-132.7%,N/A,N/A,N/A,N/A,N/A,-0.10,Basic Industries,Precious Metals,-149.1%,-185.4%,-68.2%,-128.2%
SOQ,Sonde Resources Corp,1.05,-9.1%,N/A,N/A,N/A,-5.00,-0.410,-0.90,Energy,Oil & Gas Production,-7.5%,-10.0%,-18.5%,-0.3%
LOV,"Spark Networks, Inc.",7.05,66.0%,2.64,27.3,3.7%,2.67,0.254,0.13,Miscellaneous,Business Services,29.0%,58.5%,57.7%,118.9%
SILU,Sprott Resource Lending Corp.,1.58,N/A,N/A,N/A,N/A,N/A,N/A,0.53,Finance,Commercial Banks,N/A,N/A,N/A,N/A
SSY,"SunLink Health Systems, Inc.",1.13,-6.8%,N/A,N/A,N/A,-9.93,-0.486,-5.06,Health Care,Hospital/Nursing Management,-4.0%,-15.3%,-5.6%,-2.3%
STS,"Supreme Industries, Inc.",3.49,-4.3%,N/A,N/A,N/A,-5.50,-0.233,-3.17,Capital Goods,Construction/Ag Equipment/Trucks,7.8%,-7.9%,-6.8%,-10.5%
SYRG,Synergy Resources Corporation,4.70,N/A,N/A,N/A,N/A,N/A,N/A,-0.01,Energy,Oil & Gas Production,29.6%,46.5%,-146.8%,N/A
SYN,"Synthetic Biologics, Inc",1.80,-156.2%,N/A,N/A,N/A,-0.11,-0.025,0.14,Consumer Durables,Major Pharmaceuticals,-184.3%,-66.0%,-153.2%,-221.4%
TRX,Tanzanian Royalty Exploration Corporation,4.70,-21.1%,N/A,N/A,N/A,-0.85,-0.093,0.08,Basic Industries,Precious Metals,-23.2%,-21.8%,-18.9%,-20.7%
TGB,Taseko Mines Limited,2.87,5.4%,6.02,26.9,3.7%,0.48,0.142,-0.94,Basic Industries,Precious Metals,-0.7%,27.8%,-17.4%,12.0%
TAS,Tasman Metals Ltd,1.32,N/A,N/A,N/A,N/A,N/A,N/A,0.15,Basic Industries,Precious Metals,-2732.4%,-4526.1%,N/A,N/A
TIK,Tel-Instrument Electronics Corp.,3.75,-35.3%,N/A,N/A,N/A,-6.19,-0.339,-2.81,Capital Goods,Electrical Products,15.6%,-60.9%,-91.6%,-4.4%
TGC,"Tengasco, Inc.",0.59,-1.3%,N/A,N/A,N/A,-0.35,-0.009,-0.26,Energy,Oil & Gas Production,13.4%,-2.3%,-6.4%,-9.7%
TPI,"Tianyin Pharmaceutical Co., Inc.",0.64,96.1%,0.06,-0.2,-564.9%,10.67,0.985,0.81,Consumer Durables,Major Pharmaceuticals,23.8%,95.5%,142.7%,122.3%
TLR,Timberline Resources Corporation,0.36,-37.1%,N/A,N/A,N/A,-0.99,-0.085,-0.13,Basic Industries,Precious Metals,-25.2%,-33.4%,-35.9%,-53.9%
TGD,Timmons Gold Corp,3.12,-17.0%,N/A,N/A,N/A,-1.59,-0.123,-0.36,Basic Industries,Precious Metals,71.2%,-48.3%,-15.5%,-75.3%
TOF,Tofutti Brands Inc.,1.20,1145.7%,1.01,10.1,9.9%,1.19,0.107,0.12,Consumer Non-Durables,Specialty Foods,-1720.4%,3021.2%,3152.5%,129.6%
TAT,Transatlantic Petroleum Ltd,0.83,-117.0%,N/A,N/A,N/A,-9.74,-0.905,-0.69,Energy,Oil & Gas Production,-0.8%,-33.4%,-105.1%,-328.9%
TA,TravelCenters of America LLC,4.19,0.3%,N/A,318.9,0.3%,-19.36,0.076,-20.12,Consumer Durables,Automotive Aftermarket,-4.5%,-4.2%,1.2%,8.8%
TPLM,Triangle Petroleum Corporation,5.93,-31.4%,N/A,N/A,N/A,-9.63,-1.074,1.11,Energy,Oil & Gas Production,-64.1%,-28.8%,-14.4%,-18.2%
TRT,Trio-Tech International,1.63,-5.7%,N/A,N/A,N/A,-10.13,-0.542,-4.72,Technology,Industrial Machinery/Components,-21.7%,9.8%,-7.1%,-3.6%
TCX,Tucows Inc.,1.47,24.8%,N/A,55.7,1.8%,-1.20,0.058,-1.78,Technology,EDP Services,14.9%,45.6%,38.0%,0.8%
HTM,U.S. Geothermal Inc.,0.41,-35.5%,N/A,N/A,N/A,-9.25,-0.814,-1.11,Public Utilities,Electric Utilities: Central,-22.5%,-22.3%,-38.8%,-58.5%
UAMY,United States Antimony Corporation,1.70,-11.7%,N/A,N/A,N/A,-0.32,-0.019,-0.13,Capital Goods,Metal Fabrications,-0.9%,-12.9%,-16.1%,-16.9%
UPG,Universal Power Group Inc,1.60,94.3%,0.48,7.7,12.9%,3.30,0.749,-4.19,Consumer Non-Durables,Telecommunications Equipment,170.5%,-45.2%,200.1%,51.9%
UUU,"Universal Security Instruments, Inc.",4.15,-48.1%,N/A,N/A,N/A,-0.98,-0.179,0.81,Consumer Non-Durables,Electronic Components,-506.3%,-37.4%,663.3%,-312.1%
UQM,UQM TECHNOLOGIES INC,0.77,-51.9%,N/A,N/A,N/A,-1.80,-0.199,0.18,Capital Goods,Industrial Machinery/Components,-83.9%,-29.4%,-34.7%,-59.5%
URG,Ur Energy Inc,0.78,-49.9%,N/A,N/A,N/A,-1.38,-0.156,0.18,Basic Industries,Precious Metals,-46.9%,-50.0%,-60.3%,-42.6%
URZ,Uranerz Energy Corporation,1.32,-1419.9%,N/A,N/A,N/A,-19.86,-2.027,0.41,Basic Industries,Precious Metals,-821.7%,-1197.0%,-896.7%,-2764.0%
UEC,Uranium Energy Corp.,2.33,-240.4%,N/A,N/A,N/A,-15.08,-1.527,0.19,Basic Industries,Precious Metals,-79.2%,-111.2%,-47.2%,-723.9%
VTG,Vantage Drilling Company,1.73,-1340.7%,N/A,N/A,N/A,-876.69,-87.224,-4.45,Energy,Oil & Gas Production,-8.5%,-6.1%,-10.3%,-5337.9%
VSR,"Versar, Inc.",3.69,25.6%,1.19,11.4,8.8%,3.10,0.422,-1.12,Consumer Services,Military/Government/Technical,56.6%,60.0%,-7.4%,-6.8%
VII,"Vicon Industries, Inc.",2.42,N/A,N/A,N/A,N/A,N/A,N/A,-0.69,Consumer Durables,Telecommunications Equipment,-56.8%,-5.5%,51.0%,N/A
VHC,VirnetX Holding Corp,33.15,20599.7%,4.67,53.7,1.9%,7.09,0.597,1.13,Miscellaneous,Multi-Sector Companies,-24476.0%,129701.9%,-8913.8%,-13913.4%
VGZ,Vista Gold Corporation,2.65,-24.3%,N/A,N/A,N/A,-1.45,-0.119,-0.27,Basic Industries,Precious Metals,4.2%,-24.7%,-23.4%,-53.2%
VRNG,"Vringo, Inc.",3.00,N/A,N/A,N/A,N/A,N/A,N/A,-0.02,Consumer Services,Telecommunications Equipment,-936.4%,-1314.3%,N/A,N/A
WAC,Walter Investment Management Corp.,44.77,N/A,N/A,N/A,N/A,N/A,N/A,-91.08,Consumer Services,Real Estate Investment Trusts,N/A,N/A,N/A,N/A
WVT,Warwick Valley Telephone Company,10.56,4.8%,3.59,20.9,4.8%,2.94,0.696,-4.02,Public Utilities,Telecommunications Equipment,-1.8%,5.4%,7.5%,7.9%
WGA,Wells-Gardner Electronics Corporation,1.72,5.3%,N/A,54.9,1.8%,-0.18,0.042,-0.60,Technology,Radio And Television Broadcasting And Communications Equipment,-16.0%,9.5%,22.3%,5.4%
RVR,"White River Capital, Inc.",21.30,N/A,N/A,N/A,N/A,N/A,N/A,-22.73,Finance,Finance: Consumer Services,N/A,N/A,N/A,N/A
WYY,WidePoint Corporation,0.39,221.1%,0.65,7.6,13.2%,0.60,0.088,-0.27,Technology,EDP Services,46.8%,-177.0%,593.2%,421.4%
WMCO,"Williams Controls, Inc.",15.40,15.0%,5.12,31.9,3.1%,3.01,0.565,-2.63,Capital Goods,Auto Parts:O.E.M.,0.6%,2.9%,1.6%,55.1%
WEX,"Winland Electronics, Inc.",0.69,-23.0%,N/A,N/A,N/A,-0.10,-0.019,0.10,Capital Goods,Industrial Machinery/Components,-49.9%,-16.5%,-14.2%,-11.4%
WTT,"Wireless Telecom Group,  Inc.",1.23,-19.6%,N/A,N/A,N/A,-0.43,-0.075,0.32,Capital Goods,Electrical Products,-13.5%,-25.0%,-49.4%,9.6%
YMI,"YM BioSciences, Inc.",2.88,-3585.1%,N/A,N/A,N/A,-0.08,-0.084,0.76,Consumer Durables,Major Pharmaceuticals,-4479.8%,-3843.7%,-2942.4%,-3074.6%
ZBB,ZBB Energy Corporation,0.31,-111.2%,N/A,N/A,N/A,-1.26,-0.124,-0.01,Public Utilities,Electric Utilities: Central,-150.4%,-125.3%,-94.1%,-75.2%
FLWS,"1-800 FLOWERS.COM, Inc.",3.31,6.6%,2.65,18.6,5.4%,1.25,0.239,-1.14,Consumer Services,Other Specialty Stores,11.2%,6.8%,10.9%,-2.5%
VNET,"21Vianet Group, Inc.",8.62,N/A,N/A,N/A,N/A,N/A,N/A,2.60,Technology,"Computer Software: Programming, Data Processing",44.1%,24.2%,N/A,N/A
SSRX,3SBio Inc.,13.36,50.9%,0.74,6.2,16.1%,18.06,1.237,5.69,Consumer Durables,Major Pharmaceuticals,52.0%,25.4%,64.2%,62.1%
JOBS,"51job, Inc.",46.94,113.0%,0.62,4.5,22.3%,75.70,5.216,23.54,Technology,Diversified Commercial Services,179.9%,139.8%,81.2%,51.1%
EGHT,8x8 Inc,7.27,-121.2%,N/A,N/A,N/A,-1.66,-0.183,0.17,Public Utilities,Telecommunications Equipment,-654.5%,112.3%,28.3%,29.0%
AVHI,"A V Homes, Inc.",14.03,N/A,N/A,N/A,N/A,N/A,N/A,-1.71,Capital Goods,Homebuilding,N/A,N/A,N/A,N/A
